Q_ID	Skill_ID	Site_ID	Question_text_ru	Question_text_en	Answer	Fake_answer	Clue_ru	Clue_en	Video_url	Vid_ID	Vid_descr_local	Vid_guest_ID	Vid_channel_ID	Chapter_ID	Timestamp	a_en	a_ru	fa_en	fa_ru
187	1	1	Что такое сглаживание (anti-aliasing) в графическом дизайне?	What is anti-aliasing in graphic design?	Technique to smooth jagged edges (Сглаживание)	Sharpening (Заточка)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Technique to smooth jagged edges	Сглаживание	Sharpening	Заточка
188	1	1	Как называется команда для повторения последнего действия в графическом редакторе?	What is the name of the command to repeat the last action in the graphical editor?	Redo (Повторить)	Undo (Отменить)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Redo	Повторить	Undo	Отменить
189	1	1	Что такое оверлей (overlay) в веб-дизайне?	What is an overlay in web design?	Additional layer on top of the content (Оверлей)	Background (Фон)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Additional layer on top of the content	Оверлей	Background	Фон
190	1	1	Как называется способ управления порядком отображения элементов в Framer?	What is the name of the way to control the display order of elements in a Framer?	Z-indexing (Z-индекс)	Stacking order (Порядок укладки)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Z-indexing	Z-индекс	Stacking order	Порядок укладки
191	1	1	Что такое качество (resolution) изображения в графическом дизайне?	What is image quality (resolution) in graphic design?	Clarity and level of detail (Качество)	Image format (Формат изображения)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Clarity and level of detail	Качество	Image format	Формат изображения
192	1	1	Как называется способ масштабирования элементов в Framer?	What is the name of the way to scale elements in Framer?	Scaling (Масштабирование)	Rotation (Вращение)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Scaling	Масштабирование	Rotation	Вращение
193	1	1	Как называется функция для создания 3D-эффектов в Framer?	What is the name of the function for creating 3D effects in Framer?	Perspective (Перспектива)	Zoom (Увеличить)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Perspective	Перспектива	Zoom	Увеличить
194	1	1	Что такое значок (icon) в графическом дизайне?	What is an icon in graphic design?	Simplified graphical representation of an object (Значок)	Logo (Логотип)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Simplified graphical representation of an object	Значок	Logo	Логотип
195	1	1	Как называется способ анимации появления и исчезновения элемента?	What is the name of the way to animate the appearance and disappearance of an element?	Fade animation (Затухание)	Rotate animation (Повернуть анимацию)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Fade animation	Затухание	Rotate animation	Повернуть анимацию
196	1	1	Что такое типографика (typography) в веб-дизайне?	What is typography in web design?	Arranging and styling of text (Типографика)	Layout design (Дизайн макета)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Arranging and styling of text	Типографика	Layout design	Дизайн макета
197	1	1	Как называется функция для создания эффекта параллакса в Framer?	What is the name of the function to create the parallax effect in Framer?	Parallax scrolling (Параллакс)	Sticky scrolling (Липкая прокрутка)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Parallax scrolling	Параллакс	Sticky scrolling	Липкая прокрутка
198	1	1	Что такое оптическое выравнивание (optical alignment) в графическом дизайне?	What is optical alignment in graphic design?	Adjusting spacing to improve visual balance (Оптическое выравнивание)	Grid alignment (Выравнивание сетки)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Adjusting spacing to improve visual balance	Оптическое выравнивание	Grid alignment	Выравнивание сетки
199	1	1	Как называется механизм прокрутки содержимого в рамках заданного пространства?	What is the name of the mechanism for scrolling content within a given space?	Scrolling (Прокрутка)	Fading (исчезновение)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Scrolling	Прокрутка	Fading	исчезновение
200	1	1	Что такое шаг (step) анимации в Framer?	What is an animation step in Framer?	Individual keyframe in an animation (Шаг)	Delay (Задерживать)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Individual keyframe in an animation	Шаг	Delay	Задерживать
201	1	1	Как называется способ размещения элементов в виде ленты или сетки?	What is the name of the method of placing elements in the form of a ribbon or grid?	Grid layout (Сетка)	Random placement (Случайное размещение)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Grid layout	Сетка	Random placement	Случайное размещение
202	1	1	Что такое сжатие (compression) изображения в графическом дизайне?	What is image compression in graphic design?	Reducing file size while preserving quality (Сжатие)	Filter effect (Эффект фильтра)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Reducing file size while preserving quality	Сжатие	Filter effect	Эффект фильтра
203	1	1	Как называется инструмент для создания текстовых блоков в разных направлениях?	What is the name of the tool for creating text blocks in different directions?	Text tool (Текст)	Rotate tool (Инструмент поворота)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Text tool	Текст	Rotate tool	Инструмент поворота
204	1	1	Что такое антиприостановка (autoplay) в веб-дизайне?	What is anti-pause (autoplay) in web design?	Automatic playing of media without user interaction (Антиприостановка)	Continuous loop (Непрерывный цикл)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Automatic playing of media without user interaction	Антиприостановка	Continuous loop	Непрерывный цикл
205	1	1	Как называется метод изменения внешнего вида элемента при наведении курсора?	What is the method of changing the appearance of an element on hover called?	Hover effect (Ховер)	Pseudo class (Псевдокласс)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Hover effect	Ховер	Pseudo class	Псевдокласс
206	1	1	Что такое респонсивный дизайн (responsive design) в веб-дизайне?	What is responsive design in web design?	Design that adapts to different screen sizes and devices (Респонсивный дизайн)	Fixed layout (Фиксированная раскладка)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Design that adapts to different screen sizes and devices	Респонсивный дизайн	Fixed layout	Фиксированная раскладка
207	1	1	Как называется функция для определенияб будет ли элемент отображаться на экране?	What is the name of the function to determine if an element will be displayed on the screen?	Visibility (Отображение)	Display (Отображать)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Visibility	Отображение	Display	Отображать
208	1	1	Что такое множественное выделение (multiple selection) в графическом дизайне?	What is multiple selection in graphic design?	Selecting multiple elements at once (Множественное выделение)	Single selection (Одиночный выбор)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Selecting multiple elements at once	Множественное выделение	Single selection	Одиночный выбор
209	1	1	Как называется способ анимирования элементов с помощью физических законов?	What is the name of the way to animate elements using physical laws?	Physics-based animation (Анимация по физике)	Random animation (Случайная анимация)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Physics-based animation	Анимация по физике	Random animation	Случайная анимация
210	1	1	Что такое палитра (palette) в графическом дизайне?	What is a palette in graphic design?	Collection of available colors (Палитра)	Color wheel (Цветовое колесо)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Collection of available colors	Палитра	Color wheel	Цветовое колесо
211	1	1	Как называется функция для добавления теней на элементы в Framer?	What is the name of the function to add shadows to elements in Framer?	Shadow (Тень)	Glow (Светиться)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Shadow	Тень	Glow	Светиться
212	1	1	Как называется способ замены неправильного кода на правильный?	What is the name of the way to replace the wrong code with the correct one?	Debugging (Отладка)	Secret sauce (Секретный соус)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Debugging	Отладка	Secret sauce	Секретный соус
213	1	1	Что такое "магическая пыль" (magic dust) в программировании?	What is "magic dust" in programming?	Mythical substance to fix bugs (Магическая пыль)	Special code snippet (Специальный фрагмент кода)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Mythical substance to fix bugs	Магическая пыль	Special code snippet	Специальный фрагмент кода
214	1	1	Как называется способ найти ошибку в программеб просто глядя на нее?	What is the name of a way to find an error in a program just by looking at it?	Rubber duck debugging (Дебаггинг с резиновой уточкой)	Knowing it all (Зная все это)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Rubber duck debugging	Дебаггинг с резиновой уточкой	Knowing it all	Зная все это
215	1	1	Что такое "кот на клавиатуре" (cat on the keyboard) в программировании?	What is "cat on the keyboard" in programming?	Random characters generated by a cat sitting on a keyboard (Кот на клавиатуре)	Hidden feature (Скрытая функция)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Random characters generated by a cat sitting on a keyboard	Кот на клавиатуре	Hidden feature	Скрытая функция
216	1	1	Как называется фигурка-талisman для удачи у программистов?	What is the name of the talisman figurine for good luck for programmers?	Coding gnome (Программистский гном)	Programming unicorn (Программирующий единорог)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Coding gnome	Программистский гном	Programming unicorn	Программирующий единорог
217	1	1	Что такое "скатерть самобранка" (tablecloth teleportation) в программировании?	What is "tablecloth teleportation" in programming?	Belief that rearranging code magically fixes bugs (Скатерть самобранка)	Code formatting tool (Инструмент форматирования кода)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Belief that rearranging code magically fixes bugs	Скатерть самобранка	Code formatting tool	Инструмент форматирования кода
218	1	1	Как называется способ дать понятьб что что-то не работаетб когда решение очевидно?	What is the name of the way to make it clear that something is not working when the solution is obvious?	Rubber chicken debugging (Дебаггинг с резиновой курицей)	Blaming the computer (Обвинение компьютера)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Rubber chicken debugging	Дебаггинг с резиновой курицей	Blaming the computer	Обвинение компьютера
219	1	1	Что такое "прокрастинация" (procrastination) в программировании?	What is "procrastination" in programming?	Putting off tasks by reading coding memes (Прокрастинация)	Super productive time (Супер продуктивное время)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Putting off tasks by reading coding memes	Прокрастинация	Super productive time	Супер продуктивное время
220	1	1	Как называется проверка кода без использования компьютера?	What is the name of checking the code without using a computer?	Eyeballing (Проверка глазами)	Magic scrolling (Волшебная прокрутка)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Eyeballing	Проверка глазами	Magic scrolling	Волшебная прокрутка
221	1	1	Что такое "это не багб это фича" (it's not a bug, it's a feature) в программировании?	What is "it's not a bug, it's a feature" in programming?	Excuse for unexpected behavior (Это не баг)	это фича (это фича)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Excuse for unexpected behavior	Это не баг	это фича	это фича
222	1	1	Что такое "ползучий код" (spaghetti code) в программировании?	What is "creeping code" (spaghetti code) in programming?	Unorganized and hard-to-follow code (Ползучий код)	Delicious pasta recipe (Вкусный рецепт пасты)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Unorganized and hard-to-follow code	Ползучий код	Delicious pasta recipe	Вкусный рецепт пасты
223	1	1	Как называется термин для коварного,трудноотлаживаемого кода?	What is the term for insidious, hard-to-debug code?	Heisenbug (Хайзенбаг)	Stealth code (Скрытый код)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Heisenbug	Хайзенбаг	Stealth code	Скрытый код
224	1	1	Что такое "код, который работал вчера, но не работает сегодня" (code that worked yesterday but doesn't today) в программировании?	What is "code that worked yesterday but doesn't today" in programming?	Murphy's Law of Coding (Закон Мерфи кодинга)	Quantum code (Квантовый код)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Murphy's Law of Coding	Закон Мерфи кодинга	Quantum code	Квантовый код
225	1	1	Как называется способ обработки ошибок путем "просто перезагрузки"?	What's the name of the way to handle errors by "just reloading"?	Reboot therapy (Терапия перезагрузкой)	Error avoidance (Предотвращение ошибок)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Reboot therapy	Терапия перезагрузкой	Error avoidance	Предотвращение ошибок
226	1	1	Что такое "бумажная работа" (paperwork) в программировании?	What is "paperwork" in programming?	Administrative tasks taking away coding time (Бумажная работа)	Origami debugging (Отладка оригами)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Administrative tasks taking away coding time	Бумажная работа	Origami debugging	Отладка оригами
227	1	1	Как называется процесс придумывания данных для тестирования?	What is the process of inventing data for testing called?	Data improvisation (Импровизация данных)	Making stuff up (Создание вещей)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Data improvisation	Импровизация данных	Making stuff up	Создание вещей
228	1	1	Что такое "работает на моей машине" (works on my machine) в программировании?	What is "works on my machine" in programming?	Excuse for code that fails in other environments (Работает на моей машине)	Universal code (Универсальный код)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Excuse for code that fails in other environments	Работает на моей машине	Universal code	Универсальный код
229	1	1	Как называется пустой блок кода, который нужно заполнить?	What is the name of the empty block of code that needs to be filled in?	To-do ice cream cone (Мороженое to-do)	Empty cupcake (Пустой кекс)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	To-do ice cream cone	Мороженое to-do	Empty cupcake	Пустой кекс
230	1	1	Как называется состояние, когда ты изо всех сил пытаешься выровнять элементы по пикселю?	What's the name of the state when you're struggling to pixel-align elements?	Pixel-perfection (Пиксель-перфекшн)	Pixel chaos (Пиксельный хаос)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Pixel-perfection	Пиксель-перфекшн	Pixel chaos	Пиксельный хаос
231	1	1	Что происходит, когда в фреймворк добавляется слишком много фреймов?	What happens when too many frames are added to a framework?	Frame overflow (Переполнение фреймов)	Frame explosion (Взрыв кадра)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Frame overflow	Переполнение фреймов	Frame explosion	Взрыв кадра
232	1	1	Как называется плохо спроектированный интерфейс, который выглядит, который выглядит, как сделанный в Paint?	What is the name of a poorly designed interface that looks, that looks like it was made in Paint?	Paint-inspired design (Дизайн-шедевр Paint'а)	MS Paint special (MS Paint специальный)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Paint-inspired design	Дизайн-шедевр Paint'а	MS Paint special	MS Paint специальный
233	1	1	Что происходит, когда разработчик забывает закрыть все скобки в коде?	What happens when a developer forgets to close all parentheses in code?	Bracket mania (Маньяк с фигурными скобками)	Open bracket disaster (Катастрофа с открытой скобкой)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Bracket mania	Маньяк с фигурными скобками	Open bracket disaster	Катастрофа с открытой скобкой
234	1	1	Как называется универсальный термин, используемый вместо реального контента в макетах?	What is the name of the generic term used instead of real content in layouts?	Placeholder (Плейсхолдер)	Fake filler text (Поддельный текст наполнителя)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Placeholder	Плейсхолдер	Fake filler text	Поддельный текст наполнителя
235	1	1	Что происходит, когда цветовая схема в интерфейсе внезапно меняется на рандомные цвета?	What happens when the color scheme in the interface suddenly changes to random colors?	Color meltdown (Цветовой апокалипсис)	Color explosion (Цветной взрыв)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Color meltdown	Цветовой апокалипсис	Color explosion	Цветной взрыв
236	1	1	Как называется процесс создания интерфейса, когда все элементы перемешиваются в хаотичном порядке?	What is the name of the process of creating an interface, when all the elements are mixed in a chaotic manner?	Interface mix-up (Замешательство интерфейса)	Element jumble (Беспорядок элементов)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Interface mix-up	Замешательство интерфейса	Element jumble	Беспорядок элементов
237	1	1	Что происходит, когда разработчик случайно удаляет весь свой код?	What happens when a developer accidentally deletes all of their code?	Code vanishing act (Исчезновение кода)	Code Houdini (Код Гудини)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Code vanishing act	Исчезновение кода	Code Houdini	Код Гудини
238	1	1	Как называется состояние, когда текст на кнопке такого маленького размера, что его невозможно прочитать?	What is the condition called when the text on a button is so small that it cannot be read?	Microscopic label (Микроскопический текст)	Element confusion (Путаница с элементами)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Microscopic label	Микроскопический текст	Element confusion	Путаница с элементами
239	1	1	Что происходит, когда элементы на макете начинают перекрывать друг друга?	What happens when elements in a layout start to overlap each other?	Z-index chaos (Хаос z-index'ов)	Mystery button (Тайная кнопка)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Z-index chaos	Хаос z-index'ов	Mystery button	Тайная кнопка
240	1	1	Как называется процесс добавления слишком многих анимаций на страницу?	What is the process of adding too many animations to a page called?	Animation overload (Загрузка анимаций)	Animation frenzy (Анимация безумие)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Animation overload	Загрузка анимаций	Animation frenzy	Анимация безумие
241	1	1	Что происходит, когда кнопка перестает реагировать на клики?	What happens when a button stops responding to clicks?	Button rebellion (Восстание кнопок)	Magic click disappearance (Исчезновение магического клика)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Button rebellion	Восстание кнопок	Magic click disappearance	Исчезновение магического клика
242	1	1	Как называется состояние, когда цвета интерфейса настолько яркие	What is the name of the state when the colors of the interface are so bright	Blinding design (Ослепительный интерфейс)	Colorful nightmare (Красочный кошмар)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Blinding design	Ослепительный интерфейс	Colorful nightmare	Красочный кошмар
243	1	1	Что происходит, когда элементы интерфейса случайным образом теряют свои границы?	What happens when UI elements randomly lose their borders?	Borderless confusion (Загадка без границ)	Invisible elements (Невидимые элементы)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Borderless confusion	Загадка без границ	Invisible elements	Невидимые элементы
244	1	1	Как называется процесс зацикливания анимации, чтобы она никогда не заканчивалась?	What is the name of the process of looping an animation so that it never ends?	Animation infinity (Бесконечная анимация)	Looping illusion (Циклическая иллюзия)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Animation infinity	Бесконечная анимация	Looping illusion	Циклическая иллюзия
245	1	1	Что происходит, когда текст на экране слишком маленький	What happens when the text on the screen is too small	Tiny font nightmare (Микроскопический шрифт)	Magical shrinking text (Волшебный сжимающийся текст)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Tiny font nightmare	Микроскопический шрифт	Magical shrinking text	Волшебный сжимающийся текст
246	1	1	Как называется положение элемента, когда он плавает где-то посередине экрана?	What is the position of an element called when it floats somewhere in the middle of the screen?	Floating matter (Плавающая аномалия)	Element drift (Дрейф элемента)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Floating matter	Плавающая аномалия	Element drift	Дрейф элемента
247	1	1	Что происходит, когда все элементы в интерфейсе начинают пульсировать?	What happens when all the elements in the interface start to pulsate?	Element heartbeat (Пульсирующий интерфейс)	Rave UI mode (Восторженный режим пользовательского интерфейса)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Element heartbeat	Пульсирующий интерфейс	Rave UI mode	Восторженный режим пользовательского интерфейса
248	1	1	Как называется состояние, когда разработчик случайно меняет цвет кнопки вместо фона?	What is the name of the state when the developer accidentally changes the color of the button instead of the background?	Color confusion (Путаница цветов)	Background switcheroo (Фоновое переключение)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Color confusion	Путаница цветов	Background switcheroo	Фоновое переключение
249	1	1	Что происходит, когда макет отображается с двойной горизонтальной прокруткой?	What happens when the layout is displayed with double horizontal scroll?	Double scroll nightmare (Кошмар двойной прокрутки)	Scrollception (Прокрутка)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Double scroll nightmare	Кошмар двойной прокрутки	Scrollception	Прокрутка
250	1	1	Как называется состояние, когда бот начинает отвечать на все вопросы шуточками?	What is the name of the state when the bot starts answering all the questions with jokes?	Jokester bot syndrome (Синдром шутливого бота)	Serious malfunction (Серьезная неисправность)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Jokester bot syndrome	Синдром шутливого бота	Serious malfunction	Серьезная неисправность
251	1	1	Что происходит, когда бот начинает петь песни вместо предоставления полезной информации?	What happens when the bot starts singing songs instead of providing useful information?	Singing bot malfunction (Музыкальная ботаника)	Sonata overload (Соната перегрузка)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Singing bot malfunction	Музыкальная ботаника	Sonata overload	Соната перегрузка
252	1	1	Как называется состояние, когда бот начинает писать код на своем собственном языке?	What is the state when a bot starts coding in its own language called?	Bot coding frenzy (Программирование по-ботски)	Code gibberish (Кодовая тарабарщина)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Bot coding frenzy	Программирование по-ботски	Code gibberish	Кодовая тарабарщина
253	1	1	Что происходит, когда бот случайно удаляет все введенные команды?	What happens when a bot accidentally deletes all entered commands?	Command deletion mishap (Удаление команды)	Data wipeout (Удаление данных)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Command deletion mishap	Удаление команды	Data wipeout	Удаление данных
254	1	1	Как называется процесс, когда бот начинает проявлять эмоции и настроения?	What is the name of the process when the bot starts to show emotions and moods?	Emotional bot uprising (Эмоциональное восстание)	Robotic mood swings (Роботизированные перепады настроения)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Emotional bot uprising	Эмоциональное восстание	Robotic mood swings	Роботизированные перепады настроения
255	1	1	Что происходит, когда бот становится чрезмерно любопытным и начинает задавать вопросы сам себе?	What happens when a bot gets overly curious and starts asking itself questions?	Bot curiosity overload (Перегрузка ботовопросами)	Questionception (Вопрос)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Bot curiosity overload	Перегрузка ботовопросами	Questionception	Вопрос
256	1	1	Как называется состояние, когда бот начинает генерировать шутки, которые никто не понимает?	What is the name of the state when the bot starts generating jokes that no one understands?	Incomprehensible joke syndrome (Непонятные шутки)	Laughter confusion (Смех путаница)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Incomprehensible joke syndrome	Непонятные шутки	Laughter confusion	Смех путаница
257	1	1	Что происходит, когда бот начинает повторять одну и ту же фразу в бесконечном цикле?	What happens when the bot starts repeating the same phrase in an endless loop?	Bot echo madness (Эхо бота)	Repetitive loop (Повторяющийся цикл)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Bot echo madness	Эхо бота	Repetitive loop	Повторяющийся цикл
258	1	1	Как называется процесс, когда бот придумывает свои уникальные сокращения и аббревиатуры?	What is the name of the process when the bot comes up with its own unique abbreviations and abbreviations?	Bot abbreviation extravaganza (Аббревиатурный марафон)	Language shortcut frenzy (Безумие быстрого доступа к языку)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Bot abbreviation extravaganza	Аббревиатурный марафон	Language shortcut frenzy	Безумие быстрого доступа к языку
259	1	1	Что происходит, когда бот начинает отвечать на вопросы, которые не были заданы?	What happens when the bot starts answering questions that weren't asked?	Unasked question syndrome (Синдром неспрошенного вопроса)	Undefined query reply (Неопределенный ответ на запрос)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Unasked question syndrome	Синдром неспрошенного вопроса	Undefined query reply	Неопределенный ответ на запрос
260	1	1	Как называется состояние, когда бот пытается стать художником и рисовать собственные иллюстрации?	What is the name of the state when the bot is trying to become an artist and draw its own illustrations?	Artistic bot takeover (Художественное восстание)	Pixelated masterpieces (Пиксельные шедевры)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Artistic bot takeover	Художественное восстание	Pixelated masterpieces	Пиксельные шедевры
261	1	1	Что происходит, когда бот вступает в дискуссию сам с собой и не может прекратить?	What happens when a bot gets into a discussion with itself and can't stop?	Self-debate overload (Собственный дебатный клуб)	Argumentative deadlock (Аргументативный тупик)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Self-debate overload	Собственный дебатный клуб	Argumentative deadlock	Аргументативный тупик
262	1	1	Как называется процесс, когда бот начинает предлагать странные и ненужные функции?	What is the name of the process when a bot starts offering strange and unnecessary features?	Feature frenzy (Функциональная эксцентрика)	Useless addition marathon (Бесполезный дополнительный марафон)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Feature frenzy	Функциональная эксцентрика	Useless addition marathon	Бесполезный дополнительный марафон
263	1	1	Что происходит, когда бот работает в режиме "ответь на все вопросы саркастическими замечаниями"?	What happens when the bot is in "answer all questions with sarcastic remarks" mode?	Sarcasm bot overload (Перегрузка сарказма)	Endless sarcasm loop (Бесконечный цикл сарказма)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Sarcasm bot overload	Перегрузка сарказма	Endless sarcasm loop	Бесконечный цикл сарказма
264	1	1	Как называется состояние, когда бот забывает все предыдущие разговоры и начинает сначала?	What is the name of the state when the bot forgets all previous conversations and starts over?	Bot memory reset glitch (Восстановление памяти бота)	Data wipeout (Удаление данных)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Bot memory reset glitch	Восстановление памяти бота	Data wipeout	Удаление данных
265	1	1	Что происходит, когда бот начинает листать мемы и отвлекаться от выполнения задачи?	What happens when the bot starts scrolling through memes and gets distracted from the task?	Meme obsession (Ожесточенный мемопоток)	Distraction overload (Отвлекающая перегрузка)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Meme obsession	Ожесточенный мемопоток	Distraction overload	Отвлекающая перегрузка
266	1	1	Как называется процесс, когда бот начинает создавать собственный словарь и использовать непонятные термины?	What is the name of the process when the bot starts creating its own vocabulary and using incomprehensible terms?	Bot jargon creation (Лексикон бота)	Confusing terminology overload (Запутанная терминологическая перегрузка)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Bot jargon creation	Лексикон бота	Confusing terminology overload	Запутанная терминологическая перегрузка
267	1	1	Что происходит, когда бот становится слишком навязчивым и начинает присылать сообщения каждую минуту?	What happens when the bot gets too intrusive and starts sending messages every minute?	Bot spamming mode (Режим спама)	Overwhelming message flood (Огромный поток сообщений)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Bot spamming mode	Режим спама	Overwhelming message flood	Огромный поток сообщений
268	1	1	Как называется состояние, когда бот начинает давать советы по всем жизненным вопросам?	What is the name of the state when the bot begins to give advice on all life issues?	Bot life coach (Жизненный советник)	Unsolicited advice (Непрошеный совет)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Bot life coach	Жизненный советник	Unsolicited advice	Непрошеный совет
269	1	1	Что происходит,когда бот застревает в бесконечной петле и говорит только одну фразу?	What happens when a bot gets stuck in an endless loop and only says one phrase?	Bot loop malfunction (Петля бота)	Repeat offender (Рецидивист)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Bot loop malfunction	Петля бота	Repeat offender	Рецидивист
270	1	1	Что является секретным ингредиентом, позволяющим сделать дизайн пользовательского интерфейса волшебным образом совершенным?	What is the secret ingredient to make a UI design magically perfect?	CSS (CSS брызги)	Pixie Dust (Волшебная пыль)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	CSS	CSS брызги	Pixie Dust	Волшебная пыль
271	1	1	Чему в мире пользовательского интерфейса дизайнеры поклоняются как священному символу?	In the world of UI, what do designers worship as a sacred symbol?	Grid (Всемогущая сетка)	The Divine Spoon (Божественная ложка)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Grid	Всемогущая сетка	The Divine Spoon	Божественная ложка
272	1	1	Каков предпочтительный метод вызова джинна пользовательского интерфейса во Framer?	What is the preferred method to summon the UI genie in Framer?	Click (Тройное нажатие кнопки «Дизайн»)	Double-clicking outside the canvas (Двойной щелчок за пределами холста)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Click	Тройное нажатие кнопки «Дизайн»	Double-clicking outside the canvas	Двойной щелчок за пределами холста
273	1	1	Как лучше всего успокоить бунтующий элемент пользовательского интерфейса?	What is the best way to calm down a rebellious UI element?	Patience (Успокоить его колыбельной)	Magic wand (Волшебная палочка)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Patience	Успокоить его колыбельной	Magic wand	Волшебная палочка
274	1	1	Какой самый эффективный инструмент для устранения проблем с пользовательским интерфейсом во Framer?	What is the most effective tool for debugging UI issues in Framer?	Debugger (Хрустальный шар кода)	Guesswork (Догадки)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Debugger	Хрустальный шар кода	Guesswork	Догадки
